Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r026,meatdishes,270,140,0.3,0.2,403590,1.3,1.17
,,r027,meat - unspecified,..,..,..,..,403590,1.3,1.17
,,r028,fish,1650,860,0.9,0.3,403590,1.3,1.17
,,r029,fresh -- chilled or frozen fish -- of which:,380,150,0.3,0.1,403590,1.3,1.17
,,r030,codfish,140,70,..,..,403590,1.3,1.17
,,r031,salomonfish,120,70,..,..,403590,1.3,1.17
,,r032,herring,..,..,..,..,403590,1.3,1.17
,,r033,other fish,..,..,..,..,403590,1.3,1.17
,,r034,seafood,250,140,..,..,403590,1.3,1.17
,,r035,caviar -- roes -- other fishproducts,110,80,..,..,403590,1.3,1.17
,,r036,fish and seafood dishes,910,840,0.4,0.3,403590,1.3,1.17
,,r037,fish and seafood - unspecified,..,..,..,..,403590,1.3,1.17
,,r038,milk -- cheese and eggs,3300,660,2.1,0.4,403590,1.3,1.17
,,r039,milk (fat >=1 --5%),250,70,0.2,0.1,403590,1.3,1.17
,,r040,low fat milk (fat <1 --5%),450,110,0.3,0.1,403590,1.3,1.17
,,r041,preserved milk,..,..,..,..,403590,1.3,1.17
,,r042,yoghurt and sour milk,650,140,0.5,0.2,403590,1.3,1.17
,,r043,cream -- sour cream (fat>=29%),200,70,..,..,403590,1.3,1.17
,,r044,cream -- sour cream (fat<29%),160,70,..,..,403590,1.3,1.17
,,r045,cheese (fat >=17%),850,270,0.6,0.2,403590,1.3,1.17
,,r046,cheese (fat <17%),410,190,0.2,0.1,403590,1.3,1.17
,,r047,eggs,340,100,0.2,0.1,403590,1.3,1.17
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,403590,1.3,1.17
,,r049,oils and fats,600,160,0.4,0.1,403590,1.3,1.17
,,r050,butter,260,100,0.2,0.1,403590,1.3,1.17
,,r051,margarine (fat>=40%),120,50,..,..,403590,1.3,1.17
,,r052,margarine (fat<40%),50,20,..,..,403590,1.3,1.17
,,r053,olive oil -- cooking oil -- mayonnaise,170,80,..,..,403590,1.3,1.17
,,r054,fruit and berries,1960,420,1.2,0.3,403590,1.3,1.17
,,r055,apples,270,90,0.2,0.1,403590,1.3,1.17
,,r056,pears,60,30,..,..,403590,1.3,1.17
,,r057,bananas,420,240,0.3,0.1,403590,1.3,1.17
,,r058,citrus fruits,320,90,0.2,0.1,403590,1.3,1.17
,,r059,other fresh fruit,210,100,..,..,403590,1.3,1.17
,,r060,dried fruit,280,130,..,..,403590,1.3,1.17
,,r061,berries,330,170,0.2,0.1,403590,1.3,1.17
,,r062,preserved fruit and fruit based products,40,20,..,..,403590,1.3,1.17
,,r063,others fruit and berries,40,20,..,..,403590,1.3,1.17
,,r064,vegetables,2420,700,1.4,0.4,403590,1.3,1.17
,,r065,leaf and stem vegetables,220,90,..,..,403590,1.3,1.17
,,r066,cabbages -- fresh,110,60,..,..,403590,1.3,1.17
,,r067,vegetables cultivated for their fruit -- fresh ,730,180,0.5,0.1,403590,1.3,1.17
,,r068,onion -- leek -- fresh,140,100,..,..,403590,1.3,1.17
,,r069,mashrooms -- fresh,40,30,..,..,403590,1.3,1.17
,,r070,soups -- vegetabledishes,530,210,0.3,0.1,403590,1.3,1.17
,,r071,root crops,110,40,..,..,403590,1.3,1.17
,,r072,potatoes,210,90,..,..,403590,1.3,1.17
,,r073,products of potatoes (french fries -- mashed potatoes),280,210,..,..,403590,1.3,1.17
,,r074,vegetables - unspecified,50,30,..,..,403590,1.3,1.17
,,r075,sugar and sweets,2080,400,1.3,0.3,403590,1.3,1.17
,,r076,sugar -- jam -- honey -- chocolate and confectionery,140,60,..,..,403590,1.3,1.17
,,r077,jams -- marmelade,120,40,..,..,403590,1.3,1.17
,,r078,ice cream,480,190,0.3,0.1,403590,1.3,1.17
,,r079,other suger products,1340,310,0.8,0.2,403590,1.3,1.17
,,r080,sauces -- condiments,350,160,0.2,0.1,403590,1.3,1.17
,,r081,salt -- spices and culinary herbs,190,70,..,..,403590,1.3,1.17
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,230,80,..,..,403590,1.3,1.17
,,r083,snacks,220,80,..,..,403590,1.3,1.17
,,r084,unspec provisions,260,210,..,..,403590,1.3,1.17
,,r085,non alcoholic beverages,1680,290,1.0,0.2,403590,1.3,1.17
,,r086,fruit- and vegetable juices,280,110,0.2,0.1,403590,1.3,1.17
,,r087,soft drinks,560,140,0.4,0.1,403590,1.3,1.17
,,r088,mineral or spring waters,100,40,..,..,403590,1.3,1.17
,,r089,coffee,530,150,0.3,0.1,403590,1.3,1.17
,,r090,tee,180,70,..,..,403590,1.3,1.17
,,r091,cacao,..,..,..,..,403590,1.3,1.17
,,r092,dinner out,8530,4920,4.0,1.4,403590,1.3,1.17
,,r093,alcoholic beverages (with low-strength beer),3160,2100,1.4,0.8,403590,1.3,1.17
,,r094,tobacco ,860,470,0.5,0.3,403590,1.3,1.17
,,r095,consumer goods,3810,840,2.3,0.5,403590,1.3,1.17
,,r096,personal hygiene,2290,660,1.3,0.4,403590,1.3,1.17
,,r097,other consumption purposes,1520,490,0.9,0.3,403590,1.3,1.17
,,r098,domestic services,9360,5270,4.5,1.8,403590,1.3,1.17
,,r099,childminding,..,..,..,..,403590,1.3,1.17
,,r100,charge of skill -- other insurance,2660,450,1.8,0.5,403590,1.3,1.17
,,r101,other services,6420,5210,2.5,1.7,403590,1.3,1.17
,,r102,clothing and footwear,8640,4800,4.0,1.6,403590,1.3,1.17
,,r103,clothing,7500,4480,3.4,1.5,403590,1.3,1.17
,,r104, outdoor clothes,..,..,..,..,403590,1.3,1.17
,,r105,other clothes,3760,1780,2.1,1.0,403590,1.3,1.17
,,r106,underwear,860,590,0.4,0.2,403590,1.3,1.17
,,r107,accessoarer -- hats -- caps -- gloves etc.,200,160,..,..,403590,1.3,1.17
,,r108,footwear,1140,890,0.6,0.5,403590,1.3,1.17
,,r109,housing,56970,5870,35.6,3.9,403590,1.3,1.17
,,r110,actual rentals for housing (incl. garage),37190,4180,26.1,4.6,403590,1.3,1.17
,,r111,reparations,2810,2790,1.0,0.9,403590,1.3,1.17
,,r112,householder´s comprehensive insurance,1170,220,0.7,0.1,403590,1.3,1.17
,,r113,services associates with housing ,1920,1050,1.0,0.4,403590,1.3,1.17
,,r114,electicity -- gas and other fuels ,5870,1170,3.4,0.7,403590,1.3,1.17
,,r115,interests (gross),6060,4130,2.2,1.0,403590,1.3,1.17
,,r116,furnishings -- household equipment and routine maintenance of the house,8570,3070,4.1,1.2,403590,1.3,1.17
,,r117,furniture and furnishings -- carpets and other floor coverings,4140,2060,2.1,1.0,403590,1.3,1.17
,,r118,textile,1270,830,0.7,0.5,403590,1.3,1.17
,,r119,household applience,3160,2010,1.3,0.6,403590,1.3,1.17
,,r120,health and hospital services,6260,4310,2.5,1.3,403590,1.3,1.17
,,r121,transport,26590,7840,11.3,4.5,403590,1.3,1.17
,,r122,purchase of new motor-cars,7680,5770,2.8,1.9,403590,1.3,1.17
,,r123,purchase of other vehicles,..,..,-1.4,4.0,403590,1.3,1.17
,,r124,operation of motor-cars,12240,3360,6.4,1.5,403590,1.3,1.17
,,r125,interests (motorcars - gross) -- licence duty,950,220,0.5,0.1,403590,1.3,1.17
,,r126,operation of other vehicles,..,..,..,..,403590,1.3,1.17
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,403590,1.3,1.17
,,r128,services of transport,3840,1720,2.2,1.0,403590,1.3,1.17
,,r129,leisure time and culture,32420,6190,16.9,2.0,403590,1.3,1.17
,,r130,weekend cottage,1080,540,0.6,0.4,403590,1.3,1.17
,,r131,radio and tv,2390,1010,1.4,0.6,403590,1.3,1.17
,,r132,sport and hobby,..,..,1.2,1.1,403590,1.3,1.17
,,r133,watch -- camera -- photographic and cinematographic equipment,1020,810,0.6,0.5,403590,1.3,1.17
,,r134,holidays -- hotels,6430,2690,2.6,0.9,403590,1.3,1.17
,,r135,other spare time,5460,1520,3.1,0.9,403590,1.3,1.17
,,r136,entertainment,550,340,0.3,0.2,403590,1.3,1.17
,,r137,books -- newspapers -- television taxes,7060,1590,4.0,0.6,403590,1.3,1.17
,,r138,mobiltelephone (callcharge and subscription fee),1790,500,1.0,0.3,403590,1.3,1.17
,,r139,telephone (callcharge and subscription fee),3100,390,2.1,0.5,403590,1.3,1.17
D4,decil 4,r001,total expenditures,194100,15210,100.0,0.0,410250,1.6,1.29
,,r002,food,22470,2220,12.4,1.2,410250,1.6,1.29
,,r003,bread and cereals,3690,490,2.2,0.3,410250,1.6,1.29
,,r004,rice and products of rice -- of which:,150,70,..,..,410250,1.6,1.29
,,r005,rice,50,30,..,..,410250,1.6,1.29
,,r006,products of rice,100,60,..,..,410250,1.6,1.29
,,r007,pasta products,180,70,..,..,410250,1.6,1.29
,,r008,flour -- grain,370,110,0.2,0.1,410250,1.6,1.29
,,r009,bread -- of which:,1720,220,1.0,0.2,410250,1.6,1.29
,,r010,hard bread,240,80,..,..,410250,1.6,1.29
,,r011,soft white bread,370,80,..,..,410250,1.6,1.29
,,r012,soft brown bread,280,80,0.2,0.1,410250,1.6,1.29
,,r013,soft light bread,480,110,0.3,0.1,410250,1.6,1.29
,,r014,bread unspecified,340,110,0.2,0.1,410250,1.6,1.29
,,r015,pastry-cook products,1270,320,0.7,0.2,410250,1.6,1.29
,,r016,meat,4400,690,2.5,0.4,410250,1.6,1.29
,,r017,fresh -- chilled or frozen meat of bovine animals,380,150,0.2,0.1,410250,1.6,1.29
,,r018,fresh -- chilled or frozen meat of pig,970,350,0.6,0.2,410250,1.6,1.29
,,r019,fresh -- chilled or frozen meat of sheep and goat,80,70,..,..,410250,1.6,1.29
,,r020,fresh -- chilled or frozen meat of poultry,360,150,0.2,0.1,410250,1.6,1.29
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,410250,1.6,1.29
,,r022,dried -- salted or smoked meat of pig,990,220,0.6,0.1,410250,1.6,1.29
,,r023,dried -- salted or smoked other meats,190,80,..,..,410250,1.6,1.29
,,r024,meat -- sausages and meat of sandwiches,600,130,0.3,0.1,410250,1.6,1.29
,,r025,pastry -- cured meats and provisions,260,90,0.2,0.1,410250,1.6,1.29
,,r026,meatdishes,330,160,0.2,0.1,410250,1.6,1.29
,,r027,meat - unspecified,170,110,..,..,410250,1.6,1.29
,,r028,fish,1460,400,0.8,0.2,410250,1.6,1.29
,,r029,fresh -- chilled or frozen fish -- of which:,540,240,0.3,0.1,410250,1.6,1.29
,,r030,codfish,120,70,..,..,410250,1.6,1.29
,,r031,salomonfish,240,160,..,..,410250,1.6,1.29
,,r032,herring,..,..,..,..,410250,1.6,1.29
,,r033,other fish,160,130,..,..,410250,1.6,1.29
,,r034,seafood,280,180,0.2,0.1,410250,1.6,1.29
,,r035,caviar -- roes -- other fishproducts,90,40,..,..,410250,1.6,1.29
,,r036,fish and seafood dishes,560,210,0.3,0.1,410250,1.6,1.29
,,r037,fish and seafood - unspecified,..,..,..,..,410250,1.6,1.29
,,r038,milk -- cheese and eggs,3760,440,2.2,0.3,410250,1.6,1.29
,,r039,milk (fat >=1 --5%),200,70,..,..,410250,1.6,1.29
,,r040,low fat milk (fat <1 --5%),680,130,0.4,0.1,410250,1.6,1.29
,,r041,preserved milk,..,..,..,..,410250,1.6,1.29
,,r042,yoghurt and sour milk,510,100,0.3,0.1,410250,1.6,1.29
,,r043,cream -- sour cream (fat>=29%),170,60,..,..,410250,1.6,1.29
,,r044,cream -- sour cream (fat<29%),190,40,..,..,410250,1.6,1.29
,,r045,cheese (fat >=17%),1140,200,0.7,0.2,410250,1.6,1.29
,,r046,cheese (fat <17%),510,160,0.3,0.1,410250,1.6,1.29
,,r047,eggs,320,80,0.2,0.1,410250,1.6,1.29
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,410250,1.6,1.29
,,r049,oils and fats,650,120,0.4,0.1,410250,1.6,1.29
,,r050,butter,200,60,..,..,410250,1.6,1.29
,,r051,margarine (fat>=40%),210,70,..,..,410250,1.6,1.29
,,r052,margarine (fat<40%),120,40,..,..,410250,1.6,1.29
,,r053,olive oil -- cooking oil -- mayonnaise,120,50,..,..,410250,1.6,1.29
,,r054,fruit and berries,1650,290,1.0,0.2,410250,1.6,1.29
,,r055,apples,170,60,..,..,410250,1.6,1.29
,,r056,pears,80,40,..,..,410250,1.6,1.29
,,r057,bananas,300,80,0.2,0.1,410250,1.6,1.29
,,r058,citrus fruits,290,80,0.2,0.1,410250,1.6,1.29
,,r059,other fresh fruit,220,90,..,..,410250,1.6,1.29
,,r060,dried fruit,220,100,..,..,410250,1.6,1.29
,,r061,berries,230,90,..,..,410250,1.6,1.29
,,r062,preserved fruit and fruit based products,60,30,..,..,410250,1.6,1.29
,,r063,others fruit and berries,70,40,..,..,410250,1.6,1.29
,,r064,vegetables,2450,420,1.3,0.2,410250,1.6,1.29
,,r065,leaf and stem vegetables,330,120,0.2,0.1,410250,1.6,1.29
,,r066,cabbages -- fresh,90,40,..,..,410250,1.6,1.29
,,r067,vegetables cultivated for their fruit -- fresh ,750,170,0.4,0.1,410250,1.6,1.29
,,r068,onion -- leek -- fresh,130,30,..,..,410250,1.6,1.29
,,r069,mashrooms -- fresh,..,..,..,..,410250,1.6,1.29
,,r070,soups -- vegetabledishes,390,110,..,..,410250,1.6,1.29
,,r071,root crops,140,80,..,..,410250,1.6,1.29
,,r072,potatoes,250,60,..,..,410250,1.6,1.29
,,r073,products of potatoes (french fries -- mashed potatoes),260,80,0.2,0.1,410250,1.6,1.29
,,r074,vegetables - unspecified,..,..,..,..,410250,1.6,1.29
,,r075,sugar and sweets,2110,320,1.2,0.2,410250,1.6,1.29
,,r076,sugar -- jam -- honey -- chocolate and confectionery,160,60,..,..,410250,1.6,1.29
,,r077,jams -- marmelade,140,50,..,..,410250,1.6,1.29
,,r078,ice cream,370,170,0.2,0.1,410250,1.6,1.29
,,r079,other suger products,1440,250,0.8,0.1,410250,1.6,1.29
,,r080,sauces -- condiments,410,130,0.2,0.1,410250,1.6,1.29
,,r081,salt -- spices and culinary herbs,270,70,..,..,410250,1.6,1.29
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,240,70,..,..,410250,1.6,1.29
,,r083,snacks,220,70,..,..,410250,1.6,1.29
,,r084,unspec provisions,..,..,0.4,0.3,410250,1.6,1.29
,,r085,non alcoholic beverages,1970,330,1.1,0.2,410250,1.6,1.29
,,r086,fruit- and vegetable juices,290,80,0.2,0.1,410250,1.6,1.29
,,r087,soft drinks,830,170,0.5,0.1,410250,1.6,1.29
,,r088,mineral or spring waters,170,60,..,..,410250,1.6,1.29
,,r089,coffee,610,230,0.4,0.1,410250,1.6,1.29
,,r090,tee,50,30,..,..,410250,1.6,1.29
,,r091,cacao,30,20,..,..,410250,1.6,1.29
,,r092,dinner out,6300,1280,3.2,0.6,410250,1.6,1.29
,,r093,alcoholic beverages (with low-strength beer),3610,1680,1.9,0.8,410250,1.6,1.29
,,r094,tobacco ,1550,590,0.9,0.4,410250,1.6,1.29
,,r095,consumer goods,4010,860,2.1,0.4,410250,1.6,1.29
,,r096,personal hygiene,2440,740,1.2,0.3,410250,1.6,1.29
,,r097,other consumption purposes,1560,330,0.9,0.2,410250,1.6,1.29
,,r098,domestic services,8490,1970,4.3,0.8,410250,1.6,1.29
,,r099,childminding,210,140,..,..,410250,1.6,1.29
,,r100,charge of skill -- other insurance,3440,390,2.0,0.3,410250,1.6,1.29
,,r101,other services,4840,1960,2.2,0.9,410250,1.6,1.29
,,r102,clothing and footwear,8670,2630,4.2,1.4,410250,1.6,1.29
,,r103,clothing,6890,2170,3.4,1.2,410250,1.6,1.29
,,r104, outdoor clothes,1370,1020,..,..,410250,1.6,1.29
,,r105,other clothes,3730,1530,1.6,0.7,410250,1.6,1.29
,,r106,underwear,810,400,0.4,0.2,410250,1.6,1.29
,,r107,accessoarer -- hats -- caps -- gloves etc.,390,270,..,..,410250,1.6,1.29
,,r108,footwear,1630,1340,0.8,0.7,410250,1.6,1.29
,,r109,housing,55310,3760,30.9,2.2,410250,1.6,1.29
,,r110,actual rentals for housing (incl. garage),32410,4250,19.3,2.9,410250,1.6,1.29
,,r111,reparations,3340,2150,1.2,0.7,410250,1.6,1.29
,,r112,householder´s comprehensive insurance,1740,360,1.0,0.2,410250,1.6,1.29
,,r113,services associates with housing ,2760,850,1.6,0.5,410250,1.6,1.29
,,r114,electicity -- gas and other fuels ,7350,1520,4.1,0.8,410250,1.6,1.29
,,r115,interests (gross),5140,1640,2.3,0.8,410250,1.6,1.29
,,r116,furnishings -- household equipment and routine maintenance of the house,10240,4390,4.5,1.5,410250,1.6,1.29
,,r117,furniture and furnishings -- carpets and other floor coverings,5550,3690,2.1,1.1,410250,1.6,1.29
,,r118,textile,850,580,0.4,0.2,410250,1.6,1.29
,,r119,household applience,3840,1180,2.0,0.8,410250,1.6,1.29
,,r120,health and hospital services,3770,1590,1.8,0.8,410250,1.6,1.29
,,r121,transport,33010,7500,15.6,2.6,410250,1.6,1.29
,,r122,purchase of new motor-cars,9530,5160,3.7,1.9,410250,1.6,1.29
,,r123,purchase of other vehicles,..,..,..,..,410250,1.6,1.29
,,r124,operation of motor-cars,14590,3880,7.5,1.5,410250,1.6,1.29
,,r125,interests (motorcars - gross) -- licence duty,1580,520,0.8,0.2,410250,1.6,1.29
,,r126,operation of other vehicles,640,440,0.4,0.2,410250,1.6,1.29
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,410250,1.6,1.29
,,r128,services of transport,4890,1890,2.5,1.1,410250,1.6,1.29
,,r129,leisure time and culture,33640,3990,16.9,1.5,410250,1.6,1.29
,,r130,weekend cottage,1470,1090,0.7,0.5,410250,1.6,1.29
,,r131,radio and tv,3200,1520,1.7,0.9,410250,1.6,1.29
,,r132,sport and hobby,3330,1440,1.5,0.7,410250,1.6,1.29
,,r133,watch -- camera -- photographic and cinematographic equipment,630,290,0.3,0.1,410250,1.6,1.29
,,r134,holidays -- hotels,4500,1470,2.1,0.7,410250,1.6,1.29
,,r135,other spare time,6960,1830,3.3,0.8,410250,1.6,1.29
,,r136,entertainment,1100,600,0.4,0.2,410250,1.6,1.29
,,r137,books -- newspapers -- television taxes,7440,920,4.1,0.5,410250,1.6,1.29
,,r138,mobiltelephone (callcharge and subscription fee),1990,420,1.0,0.2,410250,1.6,1.29
,,r139,telephone (callcharge and subscription fee),3020,310,1.7,0.2,410250,1.6,1.29
D5,decil 5,r001,total expenditures,232030,17550,100.0,0.0,407350,1.8,1.42
,,r002,food,25660,2570,11.6,1.0,407350,1.8,1.42
,,r003,bread and cereals,4400,480,2.0,0.2,407350,1.8,1.42
,,r004,rice and products of rice -- of which:,250,90,..,..,407350,1.8,1.42
,,r005,rice,110,50,..,..,407350,1.8,1.42
,,r006,products of rice,140,80,..,..,407350,1.8,1.42
,,r007,pasta products,380,110,0.2,0.1,407350,1.8,1.42
,,r008,flour -- grain,530,130,0.2,0.1,407350,1.8,1.42
,,r009,bread -- of which:,1970,220,0.9,0.1,407350,1.8,1.42
,,r010,hard bread,240,60,..,..,407350,1.8,1.42
,,r011,soft white bread,440,100,..,..,407350,1.8,1.42
,,r012,soft brown bread,430,90,..,..,407350,1.8,1.42
,,r013,soft light bread,470,100,0.2,0.1,407350,1.8,1.42
,,r014,bread unspecified,400,120,..,..,407350,1.8,1.42
,,r015,pastry-cook products,1270,220,0.6,0.1,407350,1.8,1.42
,,r016,meat,4970,710,2.2,0.3,407350,1.8,1.42
,,r017,fresh -- chilled or frozen meat of bovine animals,670,230,0.3,0.1,407350,1.8,1.42
,,r018,fresh -- chilled or frozen meat of pig,920,240,0.4,0.1,407350,1.8,1.42
,,r019,fresh -- chilled or frozen meat of sheep and goat,100,80,..,..,407350,1.8,1.42
,,r020,fresh -- chilled or frozen meat of poultry,450,160,0.2,0.1,407350,1.8,1.42
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,407350,1.8,1.42
,,r022,dried -- salted or smoked meat of pig,1230,310,0.6,0.1,407350,1.8,1.42
,,r023,dried -- salted or smoked other meats,160,60,..,..,407350,1.8,1.42
,,r024,meat -- sausages and meat of sandwiches,820,160,0.4,0.1,407350,1.8,1.42
,,r025,pastry -- cured meats and provisions,260,120,..,..,407350,1.8,1.42
,,r026,meatdishes,310,130,..,..,407350,1.8,1.42
,,r027,meat - unspecified,..,..,..,..,407350,1.8,1.42
,,r028,fish,1660,470,0.8,0.2,407350,1.8,1.42
,,r029,fresh -- chilled or frozen fish -- of which:,600,170,0.3,0.1,407350,1.8,1.42
,,r030,codfish,170,70,..,..,407350,1.8,1.42
,,r031,salomonfish,230,120,..,..,407350,1.8,1.42
,,r032,herring,50,20,..,..,407350,1.8,1.42
,,r033,other fish,150,90,..,..,407350,1.8,1.42
,,r034,seafood,..,..,..,..,407350,1.8,1.42
,,r035,caviar -- roes -- other fishproducts,140,50,..,..,407350,1.8,1.42
,,r036,fish and seafood dishes,590,170,0.3,0.1,407350,1.8,1.42
,,r037,fish and seafood - unspecified,..,..,..,..,407350,1.8,1.42
,,r038,milk -- cheese and eggs,4500,460,2.1,0.2,407350,1.8,1.42
,,r039,milk (fat >=1 --5%),330,100,0.2,0.1,407350,1.8,1.42
,,r040,low fat milk (fat <1 --5%),930,160,0.4,0.1,407350,1.8,1.42
,,r041,preserved milk,..,..,..,..,407350,1.8,1.42
,,r042,yoghurt and sour milk,720,130,0.3,0.1,407350,1.8,1.42
,,r043,cream -- sour cream (fat>=29%),190,50,..,..,407350,1.8,1.42
,,r044,cream -- sour cream (fat<29%),290,60,..,..,407350,1.8,1.42
,,r045,cheese (fat >=17%),1070,170,0.5,0.1,407350,1.8,1.42
,,r046,cheese (fat <17%),600,110,0.3,0.1,407350,1.8,1.42
,,r047,eggs,350,70,..,..,407350,1.8,1.42
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,407350,1.8,1.42
,,r049,oils and fats,680,110,0.3,0.1,407350,1.8,1.42
,,r050,butter,190,50,..,..,407350,1.8,1.42
,,r051,margarine (fat>=40%),230,60,..,..,407350,1.8,1.42
,,r052,margarine (fat<40%),120,40,..,..,407350,1.8,1.42
,,r053,olive oil -- cooking oil -- mayonnaise,140,50,..,..,407350,1.8,1.42
,,r054,fruit and berries,2360,330,1.0,0.1,407350,1.8,1.42
,,r055,apples,270,60,..,..,407350,1.8,1.42
,,r056,pears,100,40,..,..,407350,1.8,1.42
,,r057,bananas,410,90,..,..,407350,1.8,1.42
